invoice_id,vendor_name,vendor_gstin,amount,tax_amount,tax_rate,invoice_date,submission_date,po_number,bank_account,payment_terms,is_anomaly,anomaly_type
INV-08447,KPIT Technologies,38VEAAX3653Y0Y0,598746.81,107774.43,0.18,2024-07-01,2024-07-12,PO-1542-VWIZ,FKSA0820239639002,Net 60,0,none
INV-06674,Cigniti Technologies,59ECPPK4618N3Z7,86765.4,15617.77,0.18,2023-01-03,2023-01-11,PO-6029-RDGW,SOEQ8611660011752,Net 30,0,none
INV-00120,Newgen Software,96WDAOF1307T2B5,557648.58,100376.74,0.18,2023-01-13,2023-01-27,PO-5906-CIYB,ZVAV2798537321913,Net 45,0,none
INV-07768,Cigniti Technologies,59ECPPK4618N3Z7,142638.35,25674.9,0.18,2023-05-31,2023-06-02,PO-5621-WCLI,SOEQ8611660011752,Net 30,0,none
INV-04740,Intellect Design,01NIEOP0002L0N2,773886.7,139299.61,0.18,2023-01-18,2023-01-22,PO-0761-PZPG,BSXL3681265929761,Net 45,0,none
INV-05905,Trigent Software,36QTNYS5556X2N0,1007289.41,181312.09,0.18,2023-10-09,2023-10-16,PO-6102-UIGF,ECZJ1508087801977,Net 60,0,none
INV-03180,Tech Mahindra Ltd,50ATKML8414N4Z6,612614.03,110270.53,0.18,2023-09-25,2023-09-28,PO-5980-ZBRQ,XBCB1352237333077,Net 30,0,none
INV-03329,Savex Technologies,76UXAQM2870D6A5,541513.65,97472.46,0.18,2024-11-11,2024-11-23,PO-5451-NIPP,JBED3078188120744,Net 60,0,none
INV-04580,Xoriant Solutions,76CCDAX0817X2D1,1703931.01,306707.58,0.18,2024-05-20,2024-05-23,PO-8090-QEGK,KMUY6413692964089,Net 30,0,none
INV-05196,Trigent Software,36QTNYS5556X2N0,677114.43,121880.6,0.18,2024-12-18,2024-12-27,PO-8275-NTNM,ECZJ1508087801977,Net 30,0,none
INV-09367,Datamatics Global,72BCSBC0104B2T5,1261397.44,227051.54,0.18,2024-05-20,2024-05-26,,MAPT2682906393328,Net 60,1,missing_po
INV-07680,KALS Info Systems,94MSBNM9654Q1J8,461620.59,83091.71,0.18,2023-07-28,2023-08-05,PO-8117-VDXA,DGBS9006011018028,Net 60,0,none
INV-04752,Tata Elxsi,97SMFIV1461U2P8,1013159.53,182368.72,0.18,2024-12-16,2024-12-29,PO-3685-JSXP,EGTM3209446746385,Net 45,0,none
INV-08475,Tech Mahindra Ltd,50ATKML8414N4Z6,625956.82,112672.23,0.18,2023-01-16,2023-01-26,PO-0177-XHXJ,XBCB1352237333077,Net 30,0,none
INV-04724,Geometric Ltd,90XHMDH5605X3E0,114144.3,20545.97,0.18,2024-10-18,2024-10-23,PO-4759-ZLGJ,ZVZR2605281559933,Net 60,0,none
INV-04737,Tech Mahindra Ltd,50ATKML8414N4Z6,596297.17,107333.49,0.18,2023-01-03,2023-01-10,PO-5225-AFCU,XBCB1352237333077,Net 60,0,none
INV-02310,Onward Technologies,40LMVQR4946M6J5,73343.16,13201.77,0.18,2023-12-11,2023-12-26,PO-6427-SARF,XVRP4921936514893,Net 60,0,none
INV-08080,Mastech Digital,27OSVKU6942X0L4,1744160.61,313948.91,0.18,2023-09-18,2023-10-02,PO-4779-BUWZ,GRRS8527255351787,Net 45,0,none
INV-07860,Sasken Technologies,25RXQUY1695H6N4,1453264.62,261587.63,0.18,2023-03-13,2023-03-18,PO-0154-TGKZ,RRWX9093164663159,Net 45,0,none
INV-09343,HCL Services Pvt Ltd,06XCPDQ3781A7P5,118786.9,21381.64,0.18,2023-08-24,2023-09-07,,YREG7445396518713,Net 45,1,missing_po
INV-09181,Mastech Digital,27OSVKU6942X0L4,1865710.31,335827.86,0.18,2023-01-09,2023-01-24,PO-6391-ZNPD,AHNG3602765799977,Net 60,1,changed_bank_account
INV-03790,Birlasoft Ltd,60TTQUN5387R6H1,450341.64,81061.5,0.18,2024-08-26,2024-09-01,PO-3062-UJBD,VRVF2849035694298,Net 30,0,none
INV-00441,Ingram Micro India,10XXYGH4786J3K5,386092.58,69496.66,0.18,2024-06-28,2024-07-05,PO-6224-TUUN,FXHM7550788670183,Net 30,0,none
INV-07741,Nihilent Ltd,40FXSPS1480H9K9,579663.87,104339.5,0.18,2024-08-21,2024-09-04,PO-3542-RWKO,EEBH9895003066871,Net 30,0,none
INV-01709,Nucleus Software,81IGLOX7451R2J4,940335.63,169260.41,0.18,2023-07-03,2023-07-09,PO-4480-WLCV,RZGA5670979487253,Net 60,0,none
INV-04284,Saksoft Ltd,80AHUXH4281M5Z6,1727545.33,310958.16,0.18,2024-08-22,2024-09-04,PO-9212-QEQG,HEZJ2452796367589,Net 60,0,none
INV-09867,Intellect Design,01NIEOP0002L0N2,1026158.67,184708.56,0.18,2024-03-20,2024-03-29,PO-EXP-9828,BSXL3681265929761,Net 45,1,expired_po
INV-00113,Softcell Technologies,35UAQEX7902T9I4,1314105.85,236539.05,0.18,2024-07-31,2024-08-04,PO-8167-ZYFF,ZAPZ4138823350355,Net 60,0,none
INV-03010,Nihilent Ltd,40FXSPS1480H9K9,573668.76,103260.38,0.18,2024-05-28,2024-06-06,PO-2362-LYNN,EEBH9895003066871,Net 60,0,none
INV-02336,Newgen Software,96WDAOF1307T2B5,578619.37,104151.49,0.18,2024-06-04,2024-06-17,PO-1444-NBSQ,ZVAV2798537321913,Net 60,0,none
INV-04881,Sasken Technologies,25RXQUY1695H6N4,1459525.2,262714.54,0.18,2023-02-20,2023-03-05,PO-5915-PSCJ,RRWX9093164663159,Net 30,0,none
INV-03175,Compuage Infocom,13KLEPU6075O6Y2,1040585.47,187305.38,0.18,2024-12-17,2024-12-23,PO-3140-XIFO,ELRI9763961994631,Net 30,0,none
INV-01263,Ramsol Pvt Ltd,74BYZSJ6323U1B9,1808441.24,325519.42,0.18,2023-01-17,2023-01-18,PO-3542-RWKO,IYYO4074583251825,Net 30,0,none
INV-09212,Trigent Software,36QTNYS5556X2N0,911660.73,164098.93,0.18,2023-03-17,2023-03-20,PO-9380-DNCM,HVXH1938447136240,Net 45,1,changed_bank_account
INV-02599,Softcell Technologies,35UAQEX7902T9I4,960501.35,172890.24,0.18,2024-01-24,2024-01-25,PO-2090-GTIK,ZAPZ4138823350355,Net 45,0,none
INV-02882,KPIT Technologies,38VEAAX3653Y0Y0,695369.83,125166.57,0.18,2024-01-15,2024-01-17,PO-1059-AHYP,FKSA0820239639002,Net 30,0,none
INV-02658,Zensar IT Services,09TZXPP4803A4M3,288862.76,51995.3,0.18,2023-03-16,2023-03-19,PO-3366-KYFH,MTDJ1912550590581,Net 45,0,none
INV-04519,Birlasoft Ltd,60TTQUN5387R6H1,617792.72,111202.69,0.18,2023-02-17,2023-02-20,PO-7279-OEBU,VRVF2849035694298,Net 45,0,none
INV-08882,Tanla Platforms,59LWUTS7773W2B4,11000000.0,1980000.0,0.18,2024-11-20,2024-12-01,PO-7191-XEJL,HOSN7336413677532,Net 30,1,round_number
INV-09965,Mastech Digital,27OSVKU6942X0L4,1646432.3,296357.81,0.18,2023-05-10,2023-09-11,PO-0054-SVIC,GRRS8527255351787,Net 45,1,late_submission
INV-09630,Zensar IT Services,,306697.27,55205.51,0.18,2024-03-12,2024-03-25,PO-1108-GJMX,MTDJ1912550590581,Net 30,1,missing_gst_number
INV-01334,Trigent Software,36QTNYS5556X2N0,781585.88,140685.46,0.18,2024-01-16,2024-01-21,PO-4957-CUVX,ECZJ1508087801977,Net 30,0,none
INV-01861,Nucleus Software,81IGLOX7451R2J4,1030203.32,185436.6,0.18,2023-05-31,2023-06-10,PO-7153-IEKM,RZGA5670979487253,Net 30,0,none
INV-02624,Mastech Digital,27OSVKU6942X0L4,2242377.44,403627.94,0.18,2023-08-28,2023-09-01,PO-6848-TGID,GRRS8527255351787,Net 60,0,none
INV-08553,Cyient Ltd,72RREQY3980C4W7,1269175.05,228451.51,0.18,2023-08-01,2023-08-04,PO-6030-YQJB,IECV9217915203127,Net 60,1,exact_duplicate
INV-06698,TCS Digital Solutions,27KTEYT5863X9D1,1944556.96,350020.25,0.18,2023-10-23,2023-11-03,PO-3584-UHJA,FAPF5400877480084,Net 45,0,none
INV-00155,Newgen Software,96WDAOF1307T2B5,524586.46,94425.56,0.18,2024-03-25,2024-03-27,PO-4001-DVXI,ZVAV2798537321913,Net 45,0,none
INV-01480,Rashi Peripherals,81YZTAE9223U6Z3,924742.75,166453.7,0.18,2023-02-20,2023-02-27,PO-0576-JGVR,TIKE0673845888831,Net 60,0,none
INV-07054,Newgen Software,96WDAOF1307T2B5,496121.95,89301.95,0.18,2023-10-23,2023-11-04,PO-8280-CWJB,ZVAV2798537321913,Net 45,0,none
INV-05717,Redington India,74KICEN7451I0R9,513505.79,92431.04,0.18,2024-03-08,2024-03-23,PO-5328-DMIZ,SIXB8636619074973,Net 30,0,none
INV-02708,Dynacons Systems,26LIUNY2215P3K8,1147542.52,206557.65,0.18,2023-12-18,2023-12-31,PO-1539-AWBQ,BVBH8217355343820,Net 45,0,none
INV-02133,Mphasis Corp,14FZNUS4574A1G9,512364.08,92225.53,0.18,2024-07-18,2024-07-29,PO-4471-NWAJ,XQWR8677855643397,Net 45,0,none
INV-05076,Majesco Ltd,85BEHHA7355T6K4,1602547.34,288458.52,0.18,2023-08-23,2023-09-02,PO-4984-CKPW,XLJV8093123115690,Net 45,0,none
INV-08834,Datamatics Global,72BCSBC0104B2T5,19000000.0,3420000.0,0.18,2024-10-01,2024-10-04,PO-9431-RTHO,MAPT2682906393328,Net 60,1,round_number
INV-00980,Softcell Technologies,35UAQEX7902T9I4,1169345.54,210482.2,0.18,2024-07-08,2024-07-23,PO-0702-WIHQ,ZAPZ4138823350355,Net 60,0,none
INV-01504,Ramsol Pvt Ltd,74BYZSJ6323U1B9,1291271.85,232428.93,0.18,2024-12-27,2025-01-05,PO-1596-OPPA,IYYO4074583251825,Net 45,0,none
INV-08944,Persistent Systems,64YNHIH3193U2F2,333236.19,59982.51,0.18,2024-03-12,2024-03-23,PO-5973-QZOZ,QFQJ7666680899218,Net 60,1,amount_below_po
INV-O864l,Tech Mahindra Ltd,50ATKML8414N4Z6,598956.87,107812.24,0.18,2024-10-14,2024-10-16,PO-9954-RPCM,XBCB1352237333077,Net 60,1,near_duplicate
INV-06124,Iris Computers,92JDQBJ6656M3R2,1642666.24,295679.92,0.18,2023-04-14,2023-04-16,PO-3685-JSXP,CFEY9201378382544,Net 45,0,none
INV-00708,Rashi Peripherals,81YZTAE9223U6Z3,848244.04,152683.93,0.18,2023-08-22,2023-08-25,PO-1226-CZDU,TIKE0673845888831,Net 60,0,none
INV-08847,Intellect Design,01NIEOP0002L0N2,300000.0,54000.0,0.18,2023-02-14,2023-02-24,PO-0328-ETOX,BSXL3681265929761,Net 30,1,round_number
INV-06144,Nihilent Ltd,40FXSPS1480H9K9,414901.44,74682.26,0.18,2023-10-05,2023-10-12,PO-9541-XQLG,EEBH9895003066871,Net 30,0,none
INV-06604,Compuage Infocom,13KLEPU6075O6Y2,995045.09,179108.12,0.18,2023-05-22,2023-06-04,PO-5728-XXQU,ELRI9763961994631,Net 30,0,none
INV-02380,Rashi Peripherals,81YZTAE9223U6Z3,678715.09,122168.72,0.18,2023-02-09,2023-02-16,PO-7279-OEBU,TIKE0673845888831,Net 60,0,none
INV-02445,Dynacons Systems,26LIUNY2215P3K8,1243916.48,223904.97,0.18,2024-08-29,2024-09-01,PO-7998-CUCA,BVBH8217355343820,Net 60,0,none
INV-06413,Birlasoft Ltd,60TTQUN5387R6H1,501972.77,90355.1,0.18,2024-04-15,2024-04-28,PO-7423-QNOH,VRVF2849035694298,Net 45,0,none
INV-08051,Redington India,74KICEN7451I0R9,608701.4,109566.25,0.18,2023-05-23,2023-05-25,PO-3316-OQAL,SIXB8636619074973,Net 30,0,none
INV-05200,Mastech Digital,27OSVKU6942X0L4,1922767.47,346098.14,0.18,2023-04-24,2023-04-26,PO-8136-CFQW,GRRS8527255351787,Net 60,0,none
INV-03896,Geometric Ltd,90XHMDH5605X3E0,98839.84,17791.17,0.18,2023-08-14,2023-08-27,PO-6030-YQJB,ZVZR2605281559933,Net 60,0,none
INV-09580,Persistent Systems,,1360730.9,244931.56,0.18,2024-04-01,2024-04-10,PO-4076-KTMB,QFQJ7666680899218,Net 45,1,missing_gst_number
INV-00505,Intellect Design,01NIEOP0002L0N2,795383.06,143168.95,0.18,2024-01-25,2024-01-28,PO-2015-FVSH,BSXL3681265929761,Net 45,0,none
INV-08205,Majesco Ltd,85BEHHA7355T6K4,1354691.55,243844.48,0.18,2024-11-04,2024-11-07,PO-1116-RUAP,XLJV8093123115690,Net 60,0,none
INV-01824,KALS Info Systems,94MSBNM9654Q1J8,335957.32,60472.32,0.18,2024-03-18,2024-03-21,PO-1059-AHYP,DGBS9006011018028,Net 45,0,none
INV-06912,3i Infotech,68JFCCR6660P0N4,767373.76,138127.28,0.18,2023-05-04,2023-05-18,PO-1135-KCEV,XXJP5932125490162,Net 60,0,none
INV-03519,Sasken Technologies,25RXQUY1695H6N4,1084291.2,195172.42,0.18,2023-11-13,2023-11-15,PO-6378-BCDG,RRWX9093164663159,Net 45,0,none
INV-03186,TCS Digital Solutions,27KTEYT5863X9D1,1689590.4,304126.27,0.18,2023-05-01,2023-05-04,PO-6222-SRRW,FAPF5400877480084,Net 45,0,none
INV-02118,Saksoft Ltd,80AHUXH4281M5Z6,1791538.44,322476.92,0.18,2023-08-16,2023-08-21,PO-3316-OQAL,HEZJ2452796367589,Net 60,0,none
INV-03537,NIIT Technologies,06ENXBW2738B9L4,2008333.97,361500.11,0.18,2023-01-09,2023-01-24,PO-4001-DVXI,JQRT0779311872435,Net 30,0,none
INV-09166,Onward Technologies,40LMVQR4946M6J5,75460.95,13582.97,0.18,2024-07-01,2024-07-13,PO-2976-ELNT,PGGR8304020642850,Net 60,1,changed_bank_account
INV-05928,Birlasoft Ltd,60TTQUN5387R6H1,575007.85,103501.41,0.18,2024-12-02,2024-12-15,PO-8727-YEFK,VRVF2849035694298,Net 60,0,none
INV-02069,KALS Info Systems,94MSBNM9654Q1J8,282555.0,50859.9,0.18,2023-09-08,2023-09-20,PO-1276-DLBK,DGBS9006011018028,Net 30,0,none
INV-01817,Redington India,74KICEN7451I0R9,665448.19,119780.67,0.18,2023-03-24,2023-04-02,PO-0901-LRDI,SIXB8636619074973,Net 45,0,none
INV-02770,Trigent Software,36QTNYS5556X2N0,1050797.87,189143.62,0.18,2024-01-08,2024-01-21,PO-6427-SARF,ECZJ1508087801977,Net 45,0,none
INV-01326,Tech Mahindra Ltd,50ATKML8414N4Z6,479873.12,86377.16,0.18,2023-10-10,2023-10-12,PO-9598-QXHC,XBCB1352237333077,Net 45,0,none
INV-07992,Compuage Infocom,13KLEPU6075O6Y2,783635.41,141054.37,0.18,2023-05-23,2023-05-27,PO-8941-FSHY,ELRI9763961994631,Net 60,0,none
INV-00425,Rashi Peripherals,81YZTAE9223U6Z3,786113.01,141500.34,0.18,2024-04-29,2024-05-12,PO-3510-CBYL,TIKE0673845888831,Net 60,0,none
INV-08240,Mindtree Solutions,41KAGCW4268B9S1,395879.58,71258.32,0.18,2024-02-05,2024-02-11,PO-4399-NLWD,LHQZ3386182735187,Net 60,0,none
INV-02724,Cybage Software,98HJBYU1008W1C4,1437802.27,258804.41,0.18,2024-10-23,2024-10-30,PO-2893-EYOE,WGLM6397054812707,Net 60,0,none
INV-07635,Nihilent Ltd,40FXSPS1480H9K9,532794.99,95903.1,0.18,2023-12-07,2023-12-09,PO-8167-ZYFF,EEBH9895003066871,Net 45,0,none
INV-01781,Redington India,74KICEN7451I0R9,646474.06,116365.33,0.18,2024-08-05,2024-08-08,PO-1199-EIWS,SIXB8636619074973,Net 30,0,none
INV-00744,Mastech Digital,27OSVKU6942X0L4,1739693.91,313144.9,0.18,2024-08-06,2024-08-21,PO-6950-YKHA,GRRS8527255351787,Net 30,0,none
INV-01157,Cyient Ltd,72RREQY3980C4W7,1230268.1,221448.26,0.18,2023-02-08,2023-02-21,PO-5294-FCRR,IECV9217915203127,Net 30,0,none
INV-08319,Mphasis Corp,14FZNUS4574A1G9,481324.86,86638.47,0.18,2024-04-26,2024-05-11,PO-8647-NYTE,XQWR8677855643397,Net 30,0,none
INV-00150,Redington India,74KICEN7451I0R9,550248.59,99044.75,0.18,2024-04-09,2024-04-11,PO-7690-XUID,SIXB8636619074973,Net 45,0,none
INV-04844,3i Infotech,68JFCCR6660P0N4,788168.31,141870.3,0.18,2023-01-09,2023-01-13,PO-9541-XQLG,XXJP5932125490162,Net 60,0,none
INV-06541,Newgen Software,96WDAOF1307T2B5,367502.15,66150.39,0.18,2023-05-01,2023-05-05,PO-3768-HPEP,ZVAV2798537321913,Net 45,0,none
INV-09906,Tanla Platforms,59LWUTS7773W2B4,1546587.53,278385.76,0.18,2023-10-02,2023-10-06,PO-EXP-2905,HOSN7336413677532,Net 30,1,expired_po
INV-08789,Ramsol Pvt Ltd,74BYZSJ6323U1B9,8212624.73,1478272.45,0.18,2023-04-17,2023-04-29,PO-8275-NTNM,IYYO4074583251825,Net 30,1,amount_spike
INV-02993,Tanla Platforms,59LWUTS7773W2B4,1726239.68,310723.14,0.18,2024-12-09,2024-12-12,PO-4707-PRRI,HOSN7336413677532,Net 30,0,none
INV-08869,Ramsol Pvt Ltd,74BYZSJ6323U1B9,18000000.0,3240000.0,0.18,2023-08-14,2023-08-18,PO-6030-YQJB,IYYO4074583251825,Net 30,1,round_number
INV-05900,Hexaware Technologies,73UYSOI6520N3R6,390173.4,70231.21,0.18,2023-05-10,2023-05-21,PO-0041-IYHI,WJUQ9385943177536,Net 30,0,none
INV-07074,KPIT Technologies,38VEAAX3653Y0Y0,596179.87,107312.38,0.18,2024-07-26,2024-08-01,PO-5862-FRAZ,FKSA0820239639002,Net 30,0,none
INV-04755,Rashi Peripherals,81YZTAE9223U6Z3,659091.99,118636.56,0.18,2024-06-06,2024-06-15,PO-9598-QXHC,TIKE0673845888831,Net 30,0,none
INV-07023,Tata Elxsi,97SMFIV1461U2P8,1342656.28,241678.13,0.18,2024-02-14,2024-02-20,PO-3513-GRAA,EGTM3209446746385,Net 30,0,none
INV-05660,Wipro Technologies,69NFNFG9475I4R1,315152.41,56727.43,0.18,2024-01-29,2024-02-06,PO-9435-ZNUW,ZUPT8856179560914,Net 45,0,none
INV-07643,Mphasis Corp,14FZNUS4574A1G9,642143.9,115585.9,0.18,2023-12-13,2023-12-19,PO-8253-QUCK,XQWR8677855643397,Net 60,0,none
INV-01814,Onward Technologies,40LMVQR4946M6J5,61928.02,11147.04,0.18,2024-11-28,2024-12-01,PO-0093-LBUS,XVRP4921936514893,Net 30,0,none
INV-03996,Redington India,74KICEN7451I0R9,501447.91,90260.62,0.18,2024-02-05,2024-02-08,PO-7789-GUMW,SIXB8636619074973,Net 60,0,none
INV-09234,Saksoft Ltd,80AHUXH4281M5Z6,1424247.27,256364.51,0.18,2024-06-12,2024-06-17,PO-5014-RCOO,OWFN6096603910065,Net 60,1,changed_bank_account
INV-05434,Intellect Design,01NIEOP0002L0N2,949517.84,170913.21,0.18,2023-02-27,2023-03-13,PO-6713-MKSO,BSXL3681265929761,Net 30,0,none
INV-09169,Accelya Solutions,24BSBQF3370E9Q0,2190564.92,394301.69,0.18,2023-03-27,2023-04-10,PO-9839-QCCT,IPRV5778086048264,Net 60,1,changed_bank_account
INV-00059,Onward Technologies,40LMVQR4946M6J5,52580.77,9464.54,0.18,2023-12-18,2023-12-22,PO-3513-GRAA,XVRP4921936514893,Net 60,0,none
INV-07341,Tech Mahindra Ltd,50ATKML8414N4Z6,598427.02,107716.86,0.18,2024-07-17,2024-07-25,PO-2119-ZCTA,XBCB1352237333077,Net 45,0,none
INV-08119,NIIT Technologies,06ENXBW2738B9L4,1872428.26,337037.09,0.18,2024-11-25,2024-12-05,PO-9024-JXFO,JQRT0779311872435,Net 30,0,none
INV-07824,Xoriant Solutions,76CCDAX0817X2D1,1882170.45,338790.68,0.18,2024-05-13,2024-05-28,PO-3391-WACY,KMUY6413692964089,Net 60,0,none
INV-00495,Wipro Technologies,69NFNFG9475I4R1,306290.54,55132.3,0.18,2024-04-08,2024-04-16,PO-1084-JNHX,ZUPT8856179560914,Net 45,0,none
INV-02372,Onward Technologies,40LMVQR4946M6J5,78995.74,14219.23,0.18,2024-07-08,2024-07-17,PO-3316-OQAL,XVRP4921936514893,Net 30,0,none
INV-03674,Subex Ltd,30VHFNS3751Q1W1,1615040.19,290707.23,0.18,2023-06-19,2023-06-29,PO-4472-LWJG,ELVQ0484796554552,Net 60,0,none
INV-09846,Softcell Technologies,35UAQEX7902T9I4,1395842.07,251251.57,0.18,2024-04-25,2024-05-05,PO-EXP-9332,ZAPZ4138823350355,Net 60,1,expired_po
INV-05796,Cybage Software,98HJBYU1008W1C4,1458695.64,262565.22,0.18,2024-06-25,2024-07-07,PO-1655-CTJT,WGLM6397054812707,Net 45,0,none
INV-03098,Onward Technologies,40LMVQR4946M6J5,76974.21,13855.36,0.18,2024-04-01,2024-04-05,PO-8727-YEFK,XVRP4921936514893,Net 30,0,none
INV-07364,Dynacons Systems,26LIUNY2215P3K8,1425746.7,256634.41,0.18,2023-11-16,2023-11-28,PO-4001-DVXI,BVBH8217355343820,Net 30,0,none
INV-04528,Ramsol Pvt Ltd,74BYZSJ6323U1B9,1758452.54,316521.46,0.18,2023-12-04,2023-12-17,PO-3062-UJBD,IYYO4074583251825,Net 30,0,none
INV-07447,Rashi Peripherals,81YZTAE9223U6Z3,877383.51,157929.03,0.18,2023-12-29,2024-01-10,PO-1454-XJID,TIKE0673845888831,Net 45,0,none
INV-07555,Persistent Systems,64YNHIH3193U2F2,1032759.31,185896.68,0.18,2023-03-20,2023-03-31,PO-4884-EZLL,QFQJ7666680899218,Net 45,0,none
INV-08452,Mphasis Corp,14FZNUS4574A1G9,519564.94,93521.69,0.18,2024-04-23,2024-05-05,PO-5317-OOSZ,XQWR8677855643397,Net 60,0,none
INV-01650,Infosys BPM Ltd,68WMBDP4359A6Y4,1077808.55,194005.54,0.18,2024-01-15,2024-01-30,PO-9471-SQAY,FQYO8585635822023,Net 45,0,none
INV-04346,Xoriant Solutions,76CCDAX0817X2D1,1307159.16,235288.65,0.18,2023-07-21,2023-07-22,PO-3685-JSXP,KMUY6413692964089,Net 60,0,none
INV-03309,Rashi Peripherals,81YZTAE9223U6Z3,563475.13,101425.52,0.18,2023-06-12,2023-06-20,PO-7887-XCCC,TIKE0673845888831,Net 30,0,none
INV-05569,KALS Info Systems,94MSBNM9654Q1J8,308094.21,55456.96,0.18,2023-03-01,2023-03-08,PO-4499-LTDG,DGBS9006011018028,Net 60,0,none
INV-00374,Ingram Micro India,10XXYGH4786J3K5,345778.28,62240.09,0.18,2024-02-19,2024-02-25,PO-2976-ELNT,FXHM7550788670183,Net 45,0,none
INV-07822,Saksoft Ltd,80AHUXH4281M5Z6,1612409.92,290233.79,0.18,2024-04-09,2024-04-22,PO-3008-XWDS,HEZJ2452796367589,Net 30,0,none
INV-08879,Hexaware Technologies,73UYSOI6520N3R6,1800000.0,324000.0,0.18,2023-02-16,2023-02-28,PO-2849-DRYX,WJUQ9385943177536,Net 30,1,round_number
INV-03339,HCL Services Pvt Ltd,06XCPDQ3781A7P5,108549.6,19538.93,0.18,2023-01-03,2023-01-14,PO-4665-RQQE,YREG7445396518713,Net 30,0,none
INV-03496,Majesco Ltd,85BEHHA7355T6K4,1145567.78,206202.2,0.18,2024-06-20,2024-06-21,PO-0547-NQNQ,XLJV8093123115690,Net 60,0,none
INV-04095,Rashi Peripherals,81YZTAE9223U6Z3,843637.56,151854.76,0.18,2024-11-04,2024-11-11,PO-8090-QEGK,TIKE0673845888831,Net 30,0,none
INV-00566,Newgen Software,96WDAOF1307T2B5,589080.81,106034.55,0.18,2024-12-12,2024-12-27,PO-1912-FSED,ZVAV2798537321913,Net 45,0,none
INV-02530,Onward Technologies,40LMVQR4946M6J5,70743.68,12733.86,0.18,2023-09-18,2023-09-25,PO-4421-TUZB,XVRP4921936514893,Net 60,0,none
INV-07169,Redington India,74KICEN7451I0R9,708693.53,127564.84,0.18,2024-09-30,2024-10-03,PO-3032-QCYP,SIXB8636619074973,Net 60,0,none
INV-00325,Happiest Minds,08NATVA6271Q6X4,248768.17,44778.27,0.18,2024-07-10,2024-07-18,PO-3391-WACY,IYWI6974159329184,Net 30,0,none
INV-05835,Ingram Micro India,10XXYGH4786J3K5,463175.51,83371.59,0.18,2024-10-28,2024-11-11,PO-7963-HHAZ,FXHM7550788670183,Net 60,0,none
INV-01242,Xoriant Solutions,76CCDAX0817X2D1,1906482.29,343166.81,0.18,2023-10-11,2023-10-24,PO-7523-BHTT,KMUY6413692964089,Net 60,0,none
INV-09048,Sasken Technologies,25RXQUY1695H6N4,3849008.02,692821.44,0.18,2024-05-30,2024-06-08,PO-8280-CWJB,RRWX9093164663159,Net 30,1,amount_above_po
INV-05356,Majesco Ltd,85BEHHA7355T6K4,1606784.65,289221.24,0.18,2024-04-29,2024-05-02,PO-2673-LHGA,XLJV8093123115690,Net 60,0,none
INV-01246,Nucleus Software,81IGLOX7451R2J4,1197254.78,215505.86,0.18,2023-07-25,2023-08-04,PO-0477-BRYU,RZGA5670979487253,Net 30,0,none
INV-05746,Mphasis Corp,14FZNUS4574A1G9,729315.5,131276.79,0.18,2023-10-30,2023-11-11,PO-0380-KSKA,XQWR8677855643397,Net 30,0,none
INV-08963,Compuage Infocom,13KLEPU6075O6Y2,111469.41,20064.49,0.18,2024-02-23,2024-03-02,PO-4480-WLCV,ELRI9763961994631,Net 30,1,amount_below_po
INV-00195,Datamatics Global,72BCSBC0104B2T5,1728775.38,311179.57,0.18,2024-04-12,2024-04-26,PO-1786-ZOJT,MAPT2682906393328,Net 30,0,none
INV-08580,Nihilent Ltd,40FXSPS1480H9K9,606457.66,109162.38,0.18,2024-01-09,2024-01-19,PO-1912-FSED,EEBH9895003066871,Net 30,1,exact_duplicate
INV-05837,Birlasoft Ltd,60TTQUN5387R6H1,523474.28,94225.37,0.18,2023-04-03,2023-04-18,PO-5862-FRAZ,VRVF2849035694298,Net 45,0,none
INV-09886,Softcell Technologies,35UAQEX7902T9I4,1447888.31,260619.9,0.18,2024-12-09,2024-12-10,PO-EXP-4058,ZAPZ4138823350355,Net 30,1,expired_po
INV-09653,KALS Info Systems,,464926.43,83686.76,0.18,2024-01-08,2024-01-18,PO-4399-NLWD,DGBS9006011018028,Net 45,1,missing_gst_number
INV-07442,Compuage Infocom,13KLEPU6075O6Y2,1205110.25,216919.85,0.18,2024-08-21,2024-08-26,PO-5728-XXQU,ELRI9763961994631,Net 60,0,none
INV-04536,Softcell Technologies,35UAQEX7902T9I4,1215411.36,218774.04,0.18,2024-10-18,2024-10-31,PO-6224-TUUN,ZAPZ4138823350355,Net 45,0,none
INV-00459,Iris Computers,92JDQBJ6656M3R2,1737931.97,312827.75,0.18,2024-11-18,2024-11-27,PO-7963-HHAZ,CFEY9201378382544,Net 45,0,none
INV-02008,Redington India,74KICEN7451I0R9,755280.95,135950.57,0.18,2023-04-26,2023-05-04,PO-2080-XYZJ,SIXB8636619074973,Net 30,0,none
INV-04970,Intellect Design,01NIEOP0002L0N2,861325.47,155038.58,0.18,2023-01-18,2023-01-26,PO-1138-NFGW,BSXL3681265929761,Net 45,0,none
INV-02932,Saksoft Ltd,80AHUXH4281M5Z6,1571410.64,282853.92,0.18,2023-05-05,2023-05-15,PO-3231-GMZJ,HEZJ2452796367589,Net 60,0,none
INV-00440,Kellton Tech,86ZEYPH2930B1L1,278995.06,50219.11,0.18,2023-01-24,2023-01-29,PO-7417-YKIL,HNPR8007103208557,Net 60,0,none
